schema_version,catalog_sha256,roster_version,character_id,local_id,source_index,stable_id,name,command,parser_status,hit_level,damage,startup_min,startup_max,recovery_min,recovery_max,block_min,block_max,source_consistency,validation_issues,mechanic_flags,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,0,1,kazuya:1,Heat Burst,2+3,parsed,mid,24.0,16,16,30,30,1,1,valid,,requires_heat|power_crush|chip,0.0,1.0,0.0,0.0,0.0,0.0,0.24,0.26666666666666666,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2549019607843137,0.8509803921568628,0.8431372549019607,-0.19999999999999996,1.0,0.5686274509803921
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,1,2,kazuya:2,Omega Crash,H.2+3,parsed,low,94.0,18,18,35,35,-14,-14,valid,,requires_heat|heat_smash|chip|balcony_break,0.0,1.0,1.0,0.0,0.0,0.0,0.94,0.3,0.3888888888888889,-0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.16078431372549018,0.050980392156862786,0.39607843137254894,-0.0980392156862745,1.0,-0.592156862745098
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,2,3,kazuya:3,Demonic Catastrophe,R.df+1+2,parsed,mid,55.0,20,20,39,39,-18,-18,valid,,requires_rage|power_crush|rage_art,0.0,1.0,0.0,1.0,0.0,0.0,0.55,0.3333333333333333,0.43333333333333335,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6627450980392158,-0.0980392156862745,-0.26274509803921564,-0.5450980392156863,-0.7019607843137254,-0.26274509803921564
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,3,4,kazuya:4,Jab,1,parsed,high,5.0,10,10,19,19,1,1,valid,,,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16666666666666666,0.2111111111111111,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.388235294117647,-0.9450980392156862,-0.4980392156862745,0.04313725490196085,-0.2313725490196078,0.4901960784313726
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,4,5,kazuya:5,,"1,1",parsed,high,11.0,10,10,34,34,-1,-1,valid,,,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.16666666666666666,0.37777777777777777,-0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4117647058823529,-0.7333333333333334,-0.06666666666666665,-0.06666666666666665,0.6627450980392158,0.7333333333333334
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,5,6,kazuya:6,Flash Punch Combo,"1,1,2",parsed,high,25.0,10,10,36,36,-17,-17,valid,,balcony_break,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.4,-0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8745098039215686,-0.6470588235294117,-0.8588235294117648,-0.019607843137254943,0.780392156862745,-0.03529411764705881
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,6,7,kazuya:7,Devil Inferno,"DVK.1,1,2,D",parsed,high,33.0,10,10,,,,,valid,,requires_heat,1.0,1.0,0.0,1.0,0.0,0.0,0.33,0.16666666666666666,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8117647058823529,0.9294117647058824,0.5058823529411764,-0.8666666666666667,-0.06666666666666665,-0.13725490196078427
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,7,8,kazuya:8,Devil Break,"DVK.1,1,2,F",parsed,high,33.0,10,10,10,10,,,valid,,requires_heat,1.0,1.0,0.0,1.0,0.0,0.0,0.33,0.16666666666666666,0.1111111111111111,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.050980392156862786,-0.9843137254901961,-0.17647058823529416,0.21568627450980382,0.7882352941176471,-0.6549019607843137
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,8,9,kazuya:9,One Two Strike,"1,2",parsed,high,13.0,10,10,32,32,-3,-3,valid,,,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.16666666666666666,0.35555555555555557,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6549019607843137,-0.2313725490196078,-0.48235294117647054,-0.607843137254902,0.607843137254902,0.6470588235294117
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,9,10,kazuya:10,Back Fist Combo,"1,2,2",parsed,high,25.0,10,10,31,31,-12,-12,valid,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.34444444444444444,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.803921568627451,-0.30980392156862746,-0.7647058823529411,-0.6941176470588235,0.7411764705882353,-0.027450980392156876
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,10,11,kazuya:11,Twin Fang Shattered Spine,"1,2,2~3",parsed,high,36.0,10,10,31,31,-9,-9,valid,,,1.0,1.0,0.0,0.0,0.0,0.0,0.36,0.16666666666666666,0.34444444444444444,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41960784313725485,-0.4666666666666667,0.7254901960784315,-0.8352941176470589,-0.5764705882352941,-0.48235294117647054
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,11,12,kazuya:12,Twin Fang Stature Smash,"1,2,4",parsed,high,31.0,10,10,32,32,-14,-14,valid,,,1.0,0.0,1.0,0.0,0.0,0.0,0.31,0.16666666666666666,0.35555555555555557,-0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3803921568627451,0.5686274509803921,-0.6627450980392157,-0.7019607843137254,0.3647058823529412,0.5921568627450979
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,12,13,kazuya:13,Twin Fang Double Kick,"1,2,4,3",parsed,high,56.0,10,10,21,21,-2,-2,valid,,balcony_break,1.0,1.0,1.0,0.0,0.0,0.0,0.56,0.16666666666666666,0.23333333333333334,-0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.16078431372549018,-0.3647058823529412,0.6627450980392158,-0.615686274509804,0.7490196078431373,-0.2705882352941177
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,13,14,kazuya:14,Right Jab,2,parsed,high,12.0,12,12,22,22,-3,-3,valid,,,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.24444444444444444,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5058823529411764,0.7176470588235293,0.2784313725490195,-0.2549019607843137,-0.9686274509803922,0.7254901960784315
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,14,15,kazuya:15,Double Back Fist,"2,2",parsed,high,36.0,12,12,29,29,-8,-8,valid,,balcony_break,1.0,1.0,0.0,0.0,0.0,0.0,0.36,0.2,0.32222222222222224,-0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04313725490196085,-0.6941176470588235,0.3176470588235294,0.13725490196078427,0.7725490196078431,-0.7176470588235294
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,15,16,kazuya:16,Face Kick,3,parsed,high,12.0,14,14,26,26,-8,-8,valid,,,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.23333333333333334,0.28888888888888886,-0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803921568627451,-0.6784313725490196,0.9607843137254901,-0.207843137254902,0.19215686274509802,0.6862745098039216
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,16,17,kazuya:17,Face Kick to Jab,"3,1",parsed,high,22.0,14,14,20,20,-1,-1,valid,,,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.23333333333333334,0.2222222222222222,-0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388235294117647,-0.0117647058823529,0.9294117647058824,0.6392156862745098,0.22352941176470598,-0.04313725490196074
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,17,18,kazuya:18,Agony Spear,"3,1,4",parsed,high,39.0,14,14,23,23,-6,-6,valid,,,1.0,1.0,0.0,0.0,0.0,0.0,0.39,0.23333333333333334,0.25555555555555554,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45882352941176474,-0.7254901960784313,-0.3411764705882353,-0.8823529411764706,-0.8352941176470589,-0.9686274509803922
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,18,19,kazuya:19,Roundhouse,4,parsed,high,18.0,12,12,28,28,-9,-9,valid,,balcony_break,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.2,0.3111111111111111,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.388235294117647,0.5764705882352941,-0.3019607843137255,0.24705882352941178,0.5215686274509803,-0.9764705882352941
2,7a62e311216cfe466692c3923cf957f22c7c2f366b03a0a36279477cb5be40c9,2026-07-21,0,19,20,kazuya:20,Demon Scissors,4~3,parsed,mid,35.0,31,33,28,28,-11,-11,valid,,low_crush|floor_break,0.0,1.0,0.0,0.0,0.0,0.0,0.35,0.5166666666666667,0.3111111111111111,-0.36666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1607843137254903,-1.0,0.8901960784313725,0.39607843137254894,-0.7803921568627451,0.41960784313725497
